order_id,customer_id,product_category,product_price,quantity,order_date,region,payment_method,delivery_days,is_returned,customer_rating,discount_percent,revenue,year,month,week,day_of_week,discounted_price,revenue_per_unit,daily_demand
83772,c2466df2-a6aa-438a-bed9-2bb4f665b584,Home,439.98,2,2023-01-01,Asia,CreditCard,6,0,4.0,0,879.96,2023,1,52,6,439.98,439.98,42
97474,2d4ad07b-abd6-4d1b-8e23-13ee070cb063,Sports,317.57,4,2023-01-01,Africa,CreditCard,6,0,2.4,5,1206.77,2023,1,52,6,301.6915,301.6925,28
37044,a2885241-14ae-48ba-9c65-8cc09862185d,Toys,38.82,2,2023-01-01,Europe,CreditCard,6,0,4.9,0,77.64,2023,1,52,6,38.82,38.82,39
41854,489d93e2-1d83-4e2a-90de-3763caa76ad4,Fashion,16.54,5,2023-01-01,North America,Cash,7,0,4.3,0,82.7,2023,1,52,6,16.54,16.54,48
86958,f5718d38-9c37-4107-97bf-2dc80eb873f2,Beauty,33.03,4,2023-01-01,North America,PayPal,1,0,4.5,0,132.12,2023,1,52,6,33.03,33.03,19
12327,5e2bcab9-c102-4fc8-9637-7a84cefa8037,Toys,428.23,3,2023-01-01,Africa,BankTransfer,5,0,2.3,0,1284.69,2023,1,52,6,428.23,428.23,39
41921,2252dfc1-c1bd-4ce2-b7d3-a8c0a982831c,Toys,486.78,5,2023-01-01,Africa,Cash,7,0,3.2,10,2190.51,2023,1,52,6,438.102,438.102,39
28175,d9b4e887-f386-4a5f-acfa-fe50eabf6669,Fashion,270.5,3,2023-01-01,South America,BankTransfer,7,0,2.2,15,689.78,2023,1,52,6,229.925,229.92666666666665,48
3762,83239ba9-771a-43fe-8a88-57a5957e8c66,Beauty,402.39,1,2023-01-01,Asia,CreditCard,1,0,3.1,0,402.39,2023,1,52,6,402.39,402.39,19
97200,eb159655-48f5-4d6a-b7e2-5bba25bbd825,Beauty,80.29,3,2023-01-01,Africa,Cash,5,0,4.9,0,240.87,2023,1,52,6,80.29,80.29,19
1281,1758d47e-a7cd-4143-ade2-14293bf0d9c1,Fashion,40.51,1,2023-01-01,Oceania,PayPal,1,0,5.0,0,40.51,2023,1,52,6,40.51,40.51,48
55386,009b35ee-207a-47e1-8205-d2b3c6ae7279,Automotive,374.4,1,2023-01-01,Asia,PayPal,9,0,3.2,0,374.4,2023,1,52,6,374.4,374.4,24
28331,49e1850c-6071-4481-b0e6-88bb996ab5f7,Sports,143.33,3,2023-01-01,Oceania,BankTransfer,2,0,2.8,15,365.49,2023,1,52,6,121.8305,121.83,28
87134,b4659c71-ba05-4819-8b6f-d88270b1e080,Home,224.85,4,2023-01-01,Asia,Cash,8,0,2.7,15,764.49,2023,1,52,6,191.1225,191.1225,42
78466,ff96062b-96d3-4c32-ba36-b58446547e7a,Automotive,476.49,2,2023-01-01,Europe,CreditCard,3,0,4.0,10,857.68,2023,1,52,6,428.841,428.84,24
72460,285bb809-162e-4894-9f58-bf7d35327c67,Home,310.47,2,2023-01-01,Europe,BankTransfer,5,0,3.5,10,558.85,2023,1,52,6,279.42300000000006,279.425,42
35709,b518413d-fad5-4ec5-875b-ee372cfc4245,Fashion,340.01,2,2023-01-01,Asia,CreditCard,8,0,2.9,15,578.02,2023,1,52,6,289.0085,289.01,48
58148,f9d799e0-001f-44b2-8425-612298d0d9d0,Sports,89.99,2,2023-01-01,South America,Cash,7,1,4.2,10,161.98,2023,1,52,6,80.991,80.99,28
50991,f0ae0f44-2ead-45f0-bcd8-d91678a88563,Fashion,426.37,3,2023-01-01,Africa,BankTransfer,6,0,2.1,15,1087.24,2023,1,52,6,362.4145,362.41333333333336,48
86757,c038e293-1b70-4e05-8e45-6cb383d1d073,Toys,253.36,1,2023-01-01,Oceania,PayPal,5,0,5.0,5,240.69,2023,1,52,6,240.692,240.69,39
67588,9de8d64f-afe2-4f19-8af3-afb011720272,Beauty,372.27,1,2023-01-01,North America,CreditCard,4,0,4.2,5,353.66,2023,1,52,6,353.6565,353.66,19
69706,0d92aa7b-9ac2-4861-acf8-f63c32e054f2,Electronics,91.16,2,2023-01-01,Asia,Cash,3,0,4.8,15,154.97,2023,1,52,6,77.48599999999999,77.485,45
87389,7b54fe53-1ed4-49d5-bd9b-9ef0d228961e,Fashion,205.47,4,2023-01-01,South America,BankTransfer,5,0,3.5,10,739.69,2023,1,52,6,184.923,184.9225,48
92678,1037613e-0472-4b43-b1a0-4407b2b33a67,Sports,133.74,4,2023-01-01,North America,CreditCard,3,0,2.2,5,508.21,2023,1,52,6,127.053,127.0525,28
50394,06372549-9297-47fe-9f0b-bd8b8c2b86c4,Home,280.33,2,2023-01-01,Asia,Cash,1,0,4.1,0,560.66,2023,1,52,6,280.33,280.33,42
45742,988df1a5-36fe-485d-9c97-5328d2207475,Electronics,440.21,1,2023-01-01,Oceania,BankTransfer,2,1,3.5,0,440.21,2023,1,52,6,440.21,440.21,45
45059,b3dc9d7b-d863-4972-817b-7719f2eb8ad3,Electronics,213.35,1,2023-01-01,Oceania,Cash,6,0,4.6,0,213.35,2023,1,52,6,213.35,213.35,45
46025,2a2e9014-423f-4553-b8e3-c9d612f63d9d,Sports,278.13,1,2023-01-01,Oceania,CreditCard,1,0,4.3,0,278.13,2023,1,52,6,278.13,278.13,28
62137,9f216dc9-6d8d-4bc9-b78a-ba0d18291a7c,Toys,20.99,3,2023-01-01,Europe,BankTransfer,7,0,4.1,5,59.82,2023,1,52,6,19.9405,19.94,39
70568,8ce00990-fffa-4973-b8dc-ba27070b9845,Fashion,256.2,1,2023-01-01,Europe,Cash,4,0,4.8,15,217.77,2023,1,52,6,217.77,217.77,48
63494,3ed99f5a-309a-4fe6-a98c-3e9ef52db188,Automotive,66.6,3,2023-01-01,Oceania,BankTransfer,4,0,4.4,0,199.8,2023,1,52,6,66.6,66.60000000000001,24
14376,22b089c7-aa31-4ee0-8e8c-9c65ca1c2593,Home,378.88,3,2023-01-01,Europe,CreditCard,7,0,2.3,0,1136.64,2023,1,52,6,378.88,378.88000000000005,42
85811,a7ebde63-0f3e-4c0e-855d-076913b10deb,Electronics,343.42,5,2023-01-01,North America,CreditCard,1,0,3.9,15,1459.54,2023,1,52,6,291.907,291.908,45
30596,2cb2ee58-7676-45ac-b110-b6d4c89dc9be,Automotive,188.77,4,2023-01-01,Asia,PayPal,7,0,4.9,5,717.33,2023,1,52,6,179.3315,179.3325,24
39828,0f21f992-92a1-40cf-b1c7-2453f365742b,Electronics,326.01,1,2023-01-01,Oceania,BankTransfer,9,0,4.2,10,293.41,2023,1,52,6,293.409,293.41,45
53263,31c6de11-d61f-4c89-aa16-f4c19c3c1f85,Home,365.81,3,2023-01-01,Oceania,CreditCard,1,0,4.1,0,1097.43,2023,1,52,6,365.81,365.81,42
44597,d0404aae-f58e-449e-9226-74f614756dfe,Fashion,177.43,5,2023-01-01,Africa,Cash,7,0,4.4,10,798.44,2023,1,52,6,159.687,159.68800000000002,48
32050,6ded6c2c-c613-4421-86a8-5628628da4f0,Sports,297.19,2,2023-01-01,North America,Cash,3,0,3.3,10,534.94,2023,1,52,6,267.471,267.47,28
95400,7169f259-56c0-4504-98b4-2385755bff2b,Home,85.14,5,2023-01-01,Europe,BankTransfer,2,0,2.4,0,425.7,2023,1,52,6,85.14,85.14,42
25175,f8fb381c-bb02-49a4-acb6-2fa8b41628d8,Electronics,373.06,4,2023-01-01,North America,CreditCard,7,0,4.0,10,1343.02,2023,1,52,6,335.754,335.755,45
30815,89f9b992-118b-4ac4-81ee-f5e1bd949400,Electronics,348.41,2,2023-01-01,North America,BankTransfer,2,0,4.9,0,696.82,2023,1,52,6,348.41,348.41,45
3385,bd20c36a-2705-44cb-a704-b1152a85e3b1,Fashion,201.29,5,2023-01-01,South America,BankTransfer,1,0,2.1,0,1006.45,2023,1,52,6,201.29,201.29,48
95869,d3250395-5862-49fe-ba98-c5896d4bfb98,Beauty,24.47,1,2023-01-01,South America,BankTransfer,6,0,4.2,5,23.25,2023,1,52,6,23.2465,23.25,19
88184,b31ec9f9-16fd-461a-a10c-efa74a8b7b8a,Toys,439.55,3,2023-01-01,Oceania,PayPal,2,0,2.4,0,1318.65,2023,1,52,6,439.55,439.55,39
44183,d38074f5-ce89-487b-84e7-ead760c0fd42,Electronics,191.0,5,2023-01-01,Europe,PayPal,3,0,4.0,0,955.0,2023,1,52,6,191.0,191.0,45
15950,a3a6d436-b1a0-4162-85ea-94bef4e333c8,Home,259.01,3,2023-01-01,South America,Cash,7,0,4.3,0,777.03,2023,1,52,6,259.01,259.01,42
4575,9417e0f5-aaff-46ff-b904-6b5213eb4599,Toys,226.79,5,2023-01-01,Asia,Cash,7,0,2.4,20,907.16,2023,1,52,6,181.432,181.432,39
2613,94ad345a-e323-4264-a390-0c1dd1291d13,Sports,41.48,2,2023-01-01,Oceania,PayPal,7,0,2.2,15,70.52,2023,1,52,6,35.258,35.26,28
52667,41d62050-d8d7-43c4-a669-9c4cd8597f2a,Fashion,329.07,5,2023-01-01,Oceania,CreditCard,1,0,3.7,0,1645.35,2023,1,52,6,329.07,329.07,48
61590,ef845f7f-ce90-491e-add0-4e7d9ee7c2a9,Electronics,175.03,3,2023-01-01,North America,CreditCard,6,0,2.5,0,525.09,2023,1,52,6,175.03,175.03,45
61186,b2d72cad-f9d5-46dc-a281-b0818d66a2e5,Automotive,435.81,1,2023-01-01,South America,BankTransfer,7,0,3.4,15,370.44,2023,1,52,6,370.4385,370.44,24
22287,f859df6f-baba-4987-ab8a-3864e74f76ae,Electronics,314.19,3,2023-01-01,Africa,BankTransfer,6,0,4.9,10,848.31,2023,1,52,6,282.771,282.77,45
18291,63db8554-336b-40d0-a4d4-603da6e5e885,Beauty,66.31,4,2023-01-01,South America,PayPal,5,0,2.0,5,251.98,2023,1,52,6,62.9945,62.995,19
98962,bd8b09e0-6b4b-4a54-b108-ed013ff10d3f,Sports,127.28,3,2023-01-01,Oceania,Cash,8,0,3.6,0,381.84,2023,1,52,6,127.28,127.28,28
4783,6e4c1501-808f-4cb9-a59d-12db268f090a,Toys,17.71,5,2023-01-01,North America,Cash,1,0,2.3,0,88.55,2023,1,52,6,17.71,17.71,39
90146,f0879460-9be2-4637-9de2-32cddb686bd1,Toys,60.68,2,2023-01-01,Asia,Cash,7,0,3.8,0,121.36,2023,1,52,6,60.68,60.68,39
33251,cd7b529a-acfe-4d5a-80e4-4ef735a0d95a,Toys,382.36,1,2023-01-01,Asia,PayPal,3,0,4.9,0,382.36,2023,1,52,6,382.36,382.36,39
82126,9e062831-b22b-40bf-ae2e-c89fab8437ba,Toys,394.94,3,2023-01-01,Africa,CreditCard,4,0,4.6,15,1007.1,2023,1,52,6,335.699,335.7,39
63843,40239ef4-1ee1-41f1-8a95-e2a0aef2562e,Automotive,140.88,3,2023-01-01,Oceania,BankTransfer,2,0,3.0,5,401.51,2023,1,52,6,133.83599999999998,133.83666666666667,24
73194,abd34414-1bd8-4134-ae36-b6449de34d4d,Home,417.65,3,2023-01-02,South America,CreditCard,4,0,2.4,0,1252.95,2023,1,1,0,417.65,417.65,22
56111,b20ec42a-cce7-4fc4-be11-d979d5d609a4,Beauty,313.06,1,2023-01-02,Europe,PayPal,6,0,2.3,15,266.1,2023,1,1,0,266.101,266.1,44
41549,7b7ba9c1-99d1-4a6c-9a46-0c5890b1b252,Toys,476.0,1,2023-01-02,North America,CreditCard,9,0,2.1,0,476.0,2023,1,1,0,476.0,476.0,37
41376,f7692a6e-3016-4352-8135-b8b5156523ce,Home,467.36,4,2023-01-02,Oceania,BankTransfer,7,0,3.3,15,1589.02,2023,1,1,0,397.256,397.255,22
21028,48486346-877d-4b8c-bbab-4ee4f10adbca,Beauty,55.53,4,2023-01-02,Asia,BankTransfer,4,0,3.0,0,222.12,2023,1,1,0,55.53,55.53,44
70711,9629913d-2d5f-4226-96b4-3af1f481bbcb,Automotive,107.96,5,2023-01-02,Oceania,Cash,4,1,2.5,0,539.8,2023,1,1,0,107.96,107.96,56
50496,d5643994-e338-4f9d-b713-562876ebd5d6,Automotive,253.02,4,2023-01-02,Europe,BankTransfer,4,1,4.9,5,961.48,2023,1,1,0,240.369,240.37,56
7499,712636bb-a455-4a22-87d0-2e2ce4406398,Toys,404.63,4,2023-01-02,Oceania,Cash,7,1,3.3,0,1618.52,2023,1,1,0,404.63,404.63,37
53897,1982392a-b2e1-401f-b433-9297fc670533,Sports,186.85,1,2023-01-02,Europe,CreditCard,3,0,2.3,0,186.85,2023,1,1,0,186.85,186.85,20
80827,c168d454-a2d9-4891-9456-a5164d13072b,Electronics,264.92,2,2023-01-02,South America,Cash,1,1,4.3,15,450.36,2023,1,1,0,225.182,225.18,42
54539,93980ee2-1829-420a-82c5-ec5ef9d824a5,Beauty,422.31,1,2023-01-02,North America,PayPal,6,0,4.9,0,422.31,2023,1,1,0,422.31,422.31,44
7360,63e31ac9-d271-42f1-8a70-7ba8df9a09f5,Home,400.58,2,2023-01-02,Europe,CreditCard,1,0,4.4,5,761.1,2023,1,1,0,380.551,380.55,22
96240,971c8a06-41dc-49f8-b86c-a91c0bac6b1e,Beauty,12.04,2,2023-01-02,South America,PayPal,6,0,2.1,20,19.26,2023,1,1,0,9.632,9.63,44
96225,11a91076-490f-41e5-af06-2f81ae2de665,Automotive,414.1,5,2023-01-02,South America,BankTransfer,3,0,2.0,0,2070.5,2023,1,1,0,414.1,414.1,56
96224,763d277d-0819-4f7f-9e18-a92058923edb,Electronics,130.43,5,2023-01-02,Europe,PayPal,6,0,4.2,0,652.15,2023,1,1,0,130.43,130.43,42
52549,62925d07-d853-4b6d-b23d-834671f6b88f,Toys,430.35,5,2023-01-02,Europe,Cash,2,0,4.9,5,2044.16,2023,1,1,0,408.8325,408.832,37
54722,a4a80926-3c93-4fa2-86b8-4217e1f17b1d,Beauty,409.55,5,2023-01-02,North America,PayPal,7,0,3.2,5,1945.36,2023,1,1,0,389.0725,389.072,44
77836,96e10c66-74e3-4911-ab91-a17ff0f52e29,Fashion,376.5,5,2023-01-02,Africa,Cash,2,0,2.5,0,1882.5,2023,1,1,0,376.5,376.5,25
39317,a44260e5-9723-4d7c-802f-f9774b868cf7,Toys,51.51,3,2023-01-02,Africa,CreditCard,3,0,3.1,10,139.08,2023,1,1,0,46.359,46.36000000000001,37
95010,87c9836d-bbf4-4a80-9f21-10337c7dbc84,Home,134.34,4,2023-01-02,Oceania,PayPal,3,0,3.1,0,537.36,2023,1,1,0,134.34,134.34,22
87877,236a1c0b-bc41-4bbd-a6fb-48619fc5ea1d,Automotive,75.61,4,2023-01-02,South America,Cash,2,0,3.9,0,302.44,2023,1,1,0,75.61,75.61,56
26785,86d7bae2-aabd-48c4-8aae-c99480faadbf,Fashion,427.03,1,2023-01-02,Asia,PayPal,3,1,3.3,10,384.33,2023,1,1,0,384.327,384.33,25
95376,9ae8481b-7a3d-4b72-b85f-8bd25134c1ee,Electronics,317.39,4,2023-01-02,Europe,Cash,3,0,2.3,10,1142.6,2023,1,1,0,285.651,285.65,42
39146,a694df9e-ab4b-4d8c-9412-c3fb8ca7998f,Toys,338.94,5,2023-01-02,Asia,BankTransfer,9,0,4.0,0,1694.7,2023,1,1,0,338.94,338.94,37
20965,7a484132-ae9b-4313-8355-faea44d7acfa,Fashion,158.5,3,2023-01-02,South America,Cash,3,0,4.5,5,451.72,2023,1,1,0,150.575,150.57333333333335,25
26976,b5b18f50-3848-4eb2-96f1-5e371d3d0e2b,Beauty,133.3,2,2023-01-02,Oceania,Cash,5,0,3.8,0,266.6,2023,1,1,0,133.3,133.3,44
3723,3ef7839f-8df4-497b-98f8-001856fe4769,Automotive,140.58,5,2023-01-02,Africa,BankTransfer,6,0,3.8,0,702.9,2023,1,1,0,140.58,140.57999999999998,56
77874,208b46e7-1a39-4c77-b684-d0cfe52ecde2,Home,56.61,5,2023-01-02,Europe,Cash,3,0,4.3,5,268.9,2023,1,1,0,53.7795,53.78,22
24333,5b8cd3a4-42ff-4324-80a9-1ca3abebcd9c,Fashion,240.91,4,2023-01-02,Europe,Cash,8,0,2.1,10,867.28,2023,1,1,0,216.819,216.82,25
3066,fc267da6-4a64-4fc1-a843-a5c38dcd6e9b,Home,159.07,4,2023-01-02,Oceania,CreditCard,6,0,3.8,0,636.28,2023,1,1,0,159.07,159.07,22
4332,0f9027d5-90f0-447c-b4af-80050ba24c4f,Sports,283.98,2,2023-01-02,North America,BankTransfer,8,0,3.3,10,511.16,2023,1,1,0,255.582,255.58,20
2261,1b67f7bb-33bb-4382-8801-8e83df9d3910,Beauty,392.89,3,2023-01-02,North America,CreditCard,2,1,2.5,5,1119.74,2023,1,1,0,373.2455,373.2466666666666,44
36002,47973382-7249-4515-992e-93480715e2a0,Electronics,471.81,3,2023-01-02,Asia,CreditCard,4,0,4.4,20,1132.34,2023,1,1,0,377.448,377.44666666666666,42
6339,732af4e8-e9d1-4994-9553-8cc94444a6bd,Sports,300.38,2,2023-01-02,Oceania,Cash,7,1,3.1,10,540.68,2023,1,1,0,270.342,270.34,20
93263,6c93e05e-1a0f-4b22-b15e-c5bc4f77150a,Electronics,47.05,5,2023-01-02,Oceania,CreditCard,7,0,3.9,5,223.49,2023,1,1,0,44.6975,44.698,42
1646,9ee339ff-f1bd-4598-948f-664a9565257b,Toys,255.06,2,2023-01-02,Europe,BankTransfer,7,0,2.6,10,459.11,2023,1,1,0,229.554,229.555,37
5847,173e13d9-fc32-4db4-b5d8-053130e423e1,Automotive,234.17,1,2023-01-02,North America,PayPal,4,0,3.0,0,234.17,2023,1,1,0,234.17,234.17,56
29330,ffa00f80-1337-4403-96eb-8d5a035a1707,Fashion,358.49,3,2023-01-02,Oceania,CreditCard,8,0,4.0,20,860.38,2023,1,1,0,286.79200000000003,286.7933333333333,25
13536,ffd3b087-ce82-40ec-8c3a-6af0cad9bca9,Beauty,116.4,3,2023-01-02,South America,BankTransfer,7,0,2.2,0,349.2,2023,1,1,0,116.4,116.4,44
93041,aaed4e7d-a6ba-46ca-b9ac-ec4b04197660,Automotive,217.8,5,2023-01-02,Oceania,Cash,1,0,4.2,0,1089.0,2023,1,1,0,217.8,217.8,56
60497,50fd5113-7aa3-4fa3-ab7f-bdfc0d8d2f9d,Beauty,81.34,1,2023-01-02,South America,BankTransfer,2,0,2.5,5,77.27,2023,1,1,0,77.273,77.27,44
47307,59aeea0b-474d-4df6-827a-d7ba9c0e8c23,Automotive,430.33,5,2023-01-02,South America,PayPal,1,0,3.5,20,1721.32,2023,1,1,0,344.264,344.264,56
43624,91078584-f4ba-4040-8a9c-e32bec422cca,Beauty,475.86,5,2023-01-02,Africa,CreditCard,6,0,2.6,15,2022.41,2023,1,1,0,404.481,404.482,44
43808,74ab6a30-d0a6-41e1-bd93-329c211c7475,Automotive,87.42,3,2023-01-02,North America,PayPal,9,0,2.0,0,262.26,2023,1,1,0,87.42,87.42,56
84892,98bd5ac9-2ea7-44f6-8323-17a20ebe9565,Electronics,126.47,5,2023-01-02,Oceania,Cash,3,0,3.5,15,537.5,2023,1,1,0,107.4995,107.5,42
43975,d1442fa9-514c-45a3-95ee-808d0ccce755,Fashion,9.79,1,2023-01-02,Africa,PayPal,8,0,2.5,5,9.3,2023,1,1,0,9.3005,9.3,25
34485,8d038911-613a-4070-834c-97079f20c48d,Automotive,50.2,3,2023-01-02,South America,Cash,7,0,4.7,10,135.54,2023,1,1,0,45.18000000000001,45.18,56
98835,1e1e0432-2ad0-47d0-943c-e390aa714dff,Toys,248.8,2,2023-01-02,Oceania,Cash,3,0,2.9,0,497.6,2023,1,1,0,248.8,248.8,37
32933,8c48c12b-1747-40f1-8c23-4f1c33abe863,Automotive,35.01,4,2023-01-02,Africa,Cash,2,0,2.2,0,140.04,2023,1,1,0,35.01,35.01,56
22147,33585dfd-c4cf-469e-b363-8c5acdc96272,Sports,121.04,4,2023-01-02,Oceania,Cash,1,0,2.4,0,484.16,2023,1,1,0,121.04,121.04,20
32277,0675f5b3-82e1-4dad-b05d-5446783b0e01,Beauty,169.47,1,2023-01-02,Europe,PayPal,5,0,3.5,20,135.58,2023,1,1,0,135.576,135.58,44
5353,206faddb-1a31-487e-904c-01a1434fe133,Beauty,120.96,4,2023-01-02,North America,CreditCard,6,0,3.1,10,435.46,2023,1,1,0,108.864,108.865,44
45677,c2cb3146-1b36-4f4c-aac9-855295a5f220,Fashion,53.29,1,2023-01-02,South America,PayPal,2,0,4.5,10,47.96,2023,1,1,0,47.961,47.96,25
11005,2081a780-5b83-42ce-8861-4abbe7b28e4a,Sports,440.0,3,2023-01-02,North America,PayPal,3,0,2.1,0,1320.0,2023,1,1,0,440.0,440.0,20
79408,46f21a0c-d6f6-4a3b-a28a-97c0a94231f8,Beauty,272.93,5,2023-01-02,Africa,BankTransfer,2,0,4.7,10,1228.19,2023,1,1,0,245.637,245.638,44
10386,86cdc5b7-d7aa-4061-8c94-ec5dd53a7ad3,Electronics,305.51,2,2023-01-02,Europe,BankTransfer,3,0,4.6,0,611.02,2023,1,1,0,305.51,305.51,42
79745,1ad47e0a-e898-4e0b-aa8f-a6f584694d61,Automotive,242.88,2,2023-01-02,Europe,PayPal,8,0,3.3,5,461.47,2023,1,1,0,230.736,230.735,56
30638,3d98f9a4-f454-4bfb-9aeb-011b48c495d1,Electronics,250.99,1,2023-01-02,Asia,Cash,5,0,4.1,0,250.99,2023,1,1,0,250.99,250.99,42
4840,96d26487-641a-4b74-94c9-3d44e353a243,Beauty,346.88,4,2023-01-02,Africa,Cash,5,1,2.5,10,1248.77,2023,1,1,0,312.192,312.1925,44
19318,3b01473a-d38e-4e0c-b045-d82acf49d9fc,Sports,84.72,1,2023-01-02,Africa,CreditCard,3,0,4.3,0,84.72,2023,1,1,0,84.72,84.72,20
11117,a3ad0476-286f-456a-8207-eff89528688e,Fashion,408.69,2,2023-01-02,Africa,Cash,5,0,2.6,0,817.38,2023,1,1,0,408.69,408.69,25
59551,e0a93ce4-b28e-4aaf-8027-d4bb3fad19ee,Fashion,331.91,2,2023-01-02,South America,CreditCard,7,0,3.7,0,663.82,2023,1,1,0,331.91,331.91,25
38589,4015c6e5-6c7d-4a64-9391-3d7c3a28bdd8,Toys,189.48,5,2023-01-02,Oceania,PayPal,6,0,3.1,15,805.29,2023,1,1,0,161.058,161.058,37
97672,3408f5fe-bdd2-4677-aedb-50638a56dd0f,Sports,245.4,4,2023-01-02,North America,Cash,2,0,2.3,10,883.44,2023,1,1,0,220.86,220.86,20
34817,9516bf50-7568-4b9a-8ba2-873a0de0c9e3,Toys,185.06,5,2023-01-02,Africa,Cash,8,0,2.5,5,879.04,2023,1,1,0,175.807,175.808,37
8748,bada092a-5e4c-4ce6-9453-9cdb1ec88633,Electronics,22.54,5,2023-01-02,South America,BankTransfer,6,0,3.8,0,112.7,2023,1,1,0,22.54,22.54,42
8894,61d9e819-c51c-4229-a145-676d17795b66,Electronics,203.77,4,2023-01-02,Europe,CreditCard,9,0,2.1,10,733.57,2023,1,1,0,183.393,183.3925,42
