order_id,customer_id,product_category,product_price,quantity,order_date,region,payment_method,delivery_days,is_returned,customer_rating,discount_percent,revenue,year,month,week,day_of_week,discounted_price,revenue_per_unit,daily_demand
14,5be6128e-18c2-4797-a142-ea7d17be3111,Toys,354.89,3,2023-05-23,North America,CreditCard,5,0,4.8,10,958.2,2023,5,21,1,319.401,319.40000000000003,15
15,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,Beauty,457.91,1,2024-08-15,North America,CreditCard,2,0,2.3,5,435.01,2024,8,33,3,435.0145,435.01,77
16,759cde66-bacf-43d0-8b1f-9163ce9ff57f,Automotive,336.08,5,2023-07-26,North America,Cash,8,0,2.8,10,1512.36,2023,7,30,2,302.472,302.472,45
17,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,Home,194.55,3,2025-01-17,South America,PayPal,7,0,4.3,10,525.29,2025,1,3,4,175.09500000000003,175.09666666666666,55
18,4b0dbb41-8d52-48f1-942c-3fe860e7a113,Home,263.75,2,2024-03-05,Asia,BankTransfer,3,0,2.1,0,527.5,2024,3,10,1,263.75,263.75,52
19,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,Beauty,160.61,4,2023-05-27,Oceania,PayPal,7,0,3.8,15,546.07,2023,5,21,5,136.51850000000002,136.5175,22
20,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,Toys,105.52,5,2024-05-16,Oceania,PayPal,3,0,2.5,0,527.6,2024,5,20,3,105.52,105.52000000000001,30
21,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Sports,405.02,1,2024-07-06,South America,PayPal,4,0,4.7,0,405.02,2024,7,27,5,405.02,405.02,29
22,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,Beauty,404.68,4,2023-04-25,Asia,PayPal,1,0,2.8,0,1618.72,2023,4,17,1,404.68,404.68,37
23,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,Automotive,5.26,5,2024-10-08,Europe,Cash,7,0,2.5,15,22.35,2024,10,41,1,4.471,4.470000000000001,32
24,7412b293-4729-4739-a14f-f3d719db3ad0,Home,244.99,1,2024-03-08,Europe,BankTransfer,8,0,4.8,0,244.99,2024,3,10,4,244.99,244.99,52
25,29a3b2e9-5d65-4441-9588-42dea2bc372f,Fashion,261.8,1,2025-10-19,Oceania,Cash,1,0,2.8,0,261.8,2025,10,42,6,261.8,261.8,47
26,ab9099a4-35a2-40ae-9af3-05535ec42e08,Beauty,349.67,3,2023-10-20,South America,BankTransfer,1,0,5.0,0,1049.01,2023,10,42,4,349.67,349.67,49
27,aefcfad8-efc8-4849-b3aa-7efe4458a885,Fashion,488.42,4,2024-06-22,North America,Cash,5,0,3.0,0,1953.68,2024,6,25,5,488.42,488.42,54
28,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Toys,341.95,5,2025-01-11,South America,PayPal,6,0,2.7,0,1709.75,2025,1,2,5,341.95,341.95,49
29,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,Fashion,382.0,3,2025-10-07,Africa,CreditCard,6,0,3.1,0,1146.0,2025,10,41,1,382.0,382.0,54
30,451b4cf3-6123-4df7-b656-af7229d4beef,Automotive,318.6,3,2023-08-13,Europe,PayPal,1,0,2.5,10,860.22,2023,8,32,6,286.74,286.74,37
31,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Beauty,349.43,3,2025-05-14,North America,CreditCard,4,0,2.0,5,995.88,2025,5,20,2,331.9585,331.96,43
32,5304317f-af42-412f-b838-b3268e944239,Sports,117.12,4,2025-08-16,South America,BankTransfer,8,0,3.2,15,398.21,2025,8,33,5,99.552,99.5525,77
33,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,Toys,73.07,4,2023-08-23,Europe,BankTransfer,2,0,4.8,10,263.05,2023,8,34,2,65.76299999999999,65.7625,49
34,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Automotive,119.412,5,2024-11-27,Oceania,CreditCard,9,0,3.5,0,597.06,2024,11,48,2,119.412,119.41199999999999,35
35,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Home,448.335,5,2023-11-20,South America,Cash,7,0,3.0,5,2129.59,2023,11,47,0,425.91824999999994,425.918,58
36,9132b63e-f162-47e4-a9c3-49e03602f8ac,Electronics,364.35,3,2024-06-23,Oceania,PayPal,6,0,4.3,15,929.09,2024,6,25,6,309.6975,309.69666666666666,30
37,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Toys,46.65,4,2024-09-03,Europe,PayPal,4,0,3.7,15,158.61,2024,9,36,1,39.652499999999996,39.6525,44
38,e27a984d-6548-41d0-bfcd-9eb1a7cad415,Fashion,423.333,2,2023-11-27,Asia,CreditCard,2,0,3.5,0,846.67,2023,11,48,0,423.333,423.335,54
39,24933b83-7577-40a9-a491-f0b2ea1fca65,Toys,497.26,4,2025-09-27,Asia,CreditCard,1,0,3.5,10,1790.14,2025,9,39,5,447.534,447.535,40
40,beb79919-3f22-4af8-a3be-d01d43cf2fde,Electronics,186.4,3,2024-09-21,Asia,PayPal,1,0,3.6,5,531.24,2024,9,38,5,177.07999999999998,177.08,25
41,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Electronics,319.98,5,2023-06-11,North America,CreditCard,8,0,3.9,0,1599.9,2023,6,23,6,319.98,319.98,44
42,956269f0-e5d7-4875-adad-d6c795a76d79,Beauty,253.81,4,2023-05-22,South America,PayPal,1,0,2.6,5,964.48,2023,5,21,0,241.1195,241.12,21
43,ff50bde4-3825-47b8-9cab-cc97663f1c97,Fashion,143.98,3,2025-08-31,Oceania,PayPal,1,0,5.0,10,388.75,2025,8,35,6,129.582,129.58333333333334,44
44,7e570ddf-8270-40a8-a369-b584ff5e9ff0,Home,143.38,3,2025-05-16,Africa,PayPal,5,0,4.8,10,387.13,2025,5,20,4,129.042,129.04333333333332,68
45,dc713d96-0c0f-4195-817a-f08a1745d6d8,Toys,483.49,3,2024-02-16,Oceania,BankTransfer,4,0,2.9,20,1160.38,2024,2,7,4,386.79200000000003,386.79333333333335,40
46,28f49481-a0a0-4dc4-a720-9bdf1c11f735,Sports,426.31,3,2025-02-03,Oceania,Cash,9,0,3.2,0,1278.93,2025,2,6,0,426.31,426.31,59
47,98ae4334-6c12-4ce8-ae34-0454cac5b68c,Toys,465.36,2,2023-09-05,South America,PayPal,6,0,3.1,5,884.18,2023,9,36,1,442.092,442.09,50
48,988c24c9-61b1-4d22-a280-1c4510435a10,Fashion,136.053,3,2024-11-23,Europe,CreditCard,1,0,2.4,10,367.34,2024,11,47,5,122.4477,122.44666666666666,57
49,405cacec-8774-49a9-b7d2-1e02ff01cf99,Toys,278.65,2,2024-04-16,Africa,PayPal,3,0,2.8,10,501.57,2024,4,16,1,250.785,250.785,54
50,f143262f-dc5c-4eed-8da0-365bf89897b9,Electronics,45.39,1,2023-05-01,Europe,PayPal,4,0,3.9,5,43.12,2023,5,18,0,43.1205,43.12,37
51,1d53434b-b881-49b9-ae27-0da702f06b90,Electronics,359.028,5,2024-11-07,Europe,CreditCard,2,0,2.3,15,1525.87,2024,11,45,3,305.1738,305.174,47
52,c0398710-8976-4334-a281-7efdae849217,Toys,22.79,1,2024-07-24,North America,Cash,6,0,3.8,0,22.79,2024,7,30,2,22.79,22.79,49
53,5715bd6f-a416-4293-84c2-e2e3444ea7c8,Fashion,23.49,3,2023-09-28,Africa,Cash,1,0,4.5,0,70.47,2023,9,39,3,23.49,23.49,40
54,287d06ca-6f4c-469a-8b22-d3081c8eaee9,Fashion,482.8,4,2025-04-13,South America,PayPal,4,0,3.2,10,1738.08,2025,4,15,6,434.52000000000004,434.52,39
55,b8db0672-f42d-47cc-80d4-af5974273ca3,Electronics,73.48,5,2025-06-01,Europe,BankTransfer,3,0,4.4,20,293.92,2025,6,22,6,58.784000000000006,58.784000000000006,30
56,f8cda88b-436d-46e2-b83c-fe0be037e5ed,Sports,222.29,2,2025-08-14,South America,CreditCard,5,0,2.2,0,444.58,2025,8,33,3,222.29,222.29,36
57,81f76d1c-2dbc-4134-830f-f46e8026695f,Beauty,345.81,1,2023-07-21,Oceania,CreditCard,1,0,3.3,0,345.81,2023,7,29,4,345.81,345.81,26
58,a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Sports,46.323,2,2024-11-25,Oceania,CreditCard,5,0,3.9,5,88.01,2024,11,48,0,44.00685,44.005,71
59,81f631d4-a392-41a7-9777-a4774c66e0a8,Fashion,330.27,5,2024-01-25,North America,Cash,7,0,2.1,5,1568.78,2024,1,4,3,313.75649999999996,313.756,47
60,5fb8d16c-2720-497d-b2eb-d6899be578c7,Fashion,83.53,1,2024-01-11,South America,BankTransfer,5,0,2.3,0,83.53,2024,1,2,3,83.53,83.53,25
61,f4188f3f-8a14-4e62-a95b-4715c333e861,Sports,489.86,5,2023-06-04,North America,Cash,5,0,3.4,0,2449.3,2023,6,22,6,489.86,489.86,45
62,eb2263dd-87c5-421e-ac24-a3c5c754108f,Automotive,219.76,2,2023-07-20,Africa,CreditCard,5,0,4.7,5,417.54,2023,7,29,3,208.772,208.77,40
63,7d154385-52fb-443b-9954-6eb400257ad1,Beauty,12.58,3,2023-01-31,Africa,CreditCard,1,0,3.6,5,35.85,2023,1,5,1,11.950999999999999,11.950000000000001,48
64,5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,Automotive,309.85,2,2023-12-07,North America,Cash,4,0,3.7,0,619.7,2023,12,49,3,309.85,309.85,44
65,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Sports,323.43,1,2024-03-13,South America,Cash,5,0,3.9,10,291.09,2024,3,11,2,291.087,291.09,52
66,3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,Electronics,327.48,3,2025-02-15,North America,CreditCard,2,0,2.1,0,982.44,2025,2,7,5,327.48,327.48,50
67,14296c07-f26b-4776-913e-4de2e0c53cb8,Sports,171.59,2,2025-07-20,Asia,BankTransfer,2,0,2.8,0,343.18,2025,7,29,6,171.59,171.59,36
68,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Sports,347.98,2,2025-09-23,Oceania,PayPal,8,0,4.2,5,661.16,2025,9,39,1,330.581,330.58,43
69,885f6e66-c2b6-42c5-ba5d-310011b7e948,Fashion,144.61,2,2024-03-21,Asia,CreditCard,8,1,4.4,0,289.22,2024,3,12,3,144.61,144.61,53
70,a8e56e0c-20de-435d-a031-d750c40db9b4,Toys,209.25,2,2023-05-05,Oceania,BankTransfer,8,0,4.6,0,418.5,2023,5,18,4,209.25,209.25,37
71,2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,Electronics,123.11,5,2025-09-03,Europe,PayPal,3,0,2.3,10,554.0,2025,9,36,2,110.799,110.8,34
72,9b49bd26-df57-459a-8715-a10343dac043,Electronics,255.1,1,2023-06-14,Africa,PayPal,3,0,3.2,0,255.1,2023,6,24,2,255.1,255.1,54
73,edcd465e-3638-4821-b6e0-7cc06c52c49f,Electronics,453.16,4,2023-05-20,Africa,PayPal,4,0,3.7,0,1812.64,2023,5,20,5,453.16,453.16,50
74,b09b2a5c-badc-432a-8159-0f538a0f4efb,Sports,226.98,3,2024-05-19,Europe,CreditCard,4,0,4.0,5,646.89,2024,5,20,6,215.63099999999997,215.63,44
75,66245bfa-4fcc-439a-b683-d2e6337ea2df,Toys,396.83,1,2025-05-08,Europe,BankTransfer,5,0,3.5,0,396.83,2025,5,19,3,396.83,396.83,47
76,5f987c71-a65e-488e-abf3-ad39fec21bbe,Home,277.02,5,2024-10-05,North America,PayPal,2,0,4.9,10,1246.59,2024,10,40,5,249.31799999999998,249.31799999999998,42
77,7394988f-847f-49b4-a64d-1bcb702753a1,Home,419.3,1,2023-09-26,South America,BankTransfer,7,0,3.3,0,419.3,2023,9,39,1,419.3,419.3,39
78,1064005c-3985-43cf-bf76-be1d1efa2197,Sports,201.34,3,2023-05-29,Asia,CreditCard,5,0,3.5,10,543.62,2023,5,22,0,181.20600000000002,181.20666666666668,49
79,8dcdcd03-969b-4662-8562-8059568cc69b,Sports,292.75,5,2023-07-24,Africa,CreditCard,4,0,2.7,0,1463.75,2023,7,30,0,292.75,292.75,50
80,01d74256-3860-4ab6-96a4-02f23ae8cc93,Toys,268.182,5,2025-11-02,North America,BankTransfer,3,0,4.3,0,1340.91,2025,11,44,6,268.182,268.182,57
81,0f1259e0-a18f-46b6-b535-106e122c9a56,Fashion,214.99,2,2023-05-21,Asia,PayPal,3,0,2.8,0,429.98,2023,5,20,6,214.99,214.99,54
82,080aadfb-e7c9-4b26-9141-25c63a9bedd4,Home,259.092,5,2023-11-20,Asia,Cash,9,0,4.2,0,1295.46,2023,11,47,0,259.092,259.092,58
83,839fbc50-1223-4513-9496-f63cdc1110c1,Automotive,122.57,1,2024-09-11,Africa,CreditCard,1,0,2.2,0,122.57,2024,9,37,2,122.57,122.57,25
84,7c441fe7-ab42-40a7-874a-493b3ceddf2d,Beauty,220.99,2,2024-09-05,Africa,CreditCard,5,0,2.1,0,441.98,2024,9,36,3,220.99,220.99,29
85,b92da22b-21df-406f-8a0b-3c3336d8393a,Fashion,459.96,4,2023-08-25,Asia,CreditCard,4,0,2.2,5,1747.85,2023,8,34,4,436.96199999999993,436.9625,42
86,93829b43-922f-415a-a1e3-db63ef7ddc76,Beauty,101.088,2,2023-11-15,Africa,BankTransfer,6,0,3.2,5,192.07,2023,11,46,2,96.03359999999999,96.035,65
87,7914c120-c8dc-419f-be35-11287900f7f9,Home,458.05,2,2024-03-07,Africa,BankTransfer,8,0,3.2,20,732.88,2024,3,10,3,366.44000000000005,366.44,37
88,1825bc54-30be-445f-a835-14f2ceb81f9d,Fashion,171.15,2,2024-06-24,Oceania,Cash,8,0,3.1,0,342.3,2024,6,26,0,171.15,171.15,55
89,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Home,43.48,1,2023-07-09,Europe,Cash,6,0,2.1,0,43.48,2023,7,27,6,43.48,43.48,42
90,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,Automotive,208.55,5,2023-04-01,Asia,CreditCard,3,0,4.5,5,990.61,2023,4,13,5,198.1225,198.122,39
91,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,Home,364.23,1,2024-06-20,North America,PayPal,8,0,4.6,0,364.23,2024,6,25,3,364.23,364.23,57
92,0f844fef-1931-49ee-a56c-0941fbf24050,Beauty,86.59,1,2025-05-25,South America,CreditCard,2,0,5.0,10,77.93,2025,5,21,6,77.93100000000001,77.93,48
93,ccf3a171-56dc-4907-ba6c-34ab6712303a,Electronics,269.181,2,2023-11-02,Europe,CreditCard,1,0,4.5,20,430.69,2023,11,44,3,215.3448,215.345,50
94,310c0c00-3fa7-4104-9bf9-0e27dc96925e,Automotive,210.34,1,2023-10-31,Asia,Cash,7,0,4.6,0,210.34,2023,10,44,1,210.34,210.34,29
95,23e2fcb4-72d8-467d-894a-05e430b187ef,Fashion,499.86,3,2024-09-23,Europe,BankTransfer,5,0,4.2,5,1424.6,2024,9,39,0,474.867,474.8666666666666,59
96,766ecb15-474e-4c19-aef9-12766c006f61,Automotive,192.04,5,2025-01-02,Europe,PayPal,1,0,4.9,0,960.2,2025,1,1,3,192.04,192.04000000000002,33
97,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Beauty,118.18,1,2023-07-30,North America,BankTransfer,2,0,3.1,10,106.36,2023,7,30,6,106.36200000000001,106.36,44
98,db20a56e-dc81-4fe7-8eda-8bbb71710434,Automotive,337.43,2,2025-04-12,Africa,PayPal,3,0,3.6,0,674.86,2025,4,15,5,337.43,337.43,17
99,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Fashion,278.19,5,2023-12-29,North America,Cash,9,0,3.8,0,1390.95,2023,12,52,4,278.19,278.19,30
100,03c72ba8-d605-4770-8a63-f881ffd0f9d5,Electronics,191.853,6,2024-11-11,North America,Cash,2,0,4.4,5,1093.56,2024,11,46,0,182.26035,182.26,51
101,c0e9ab30-ed26-42e9-97e0-11b7f8102383,Automotive,310.55,2,2024-05-23,Oceania,BankTransfer,2,0,3.9,0,621.1,2024,5,21,3,310.55,310.55,36
102,680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Fashion,50.05,2,2023-08-10,Oceania,Cash,6,1,3.4,0,100.1,2023,8,32,3,50.05,50.05,41
103,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Automotive,152.49,2,2025-08-21,Europe,PayPal,5,0,4.4,15,259.23,2025,8,34,3,129.6165,129.615,31
104,2a25a888-0f02-4ad0-a706-7ef466aa9385,Fashion,421.84,1,2024-12-17,South America,BankTransfer,8,0,2.1,0,421.84,2024,12,51,1,421.84,421.84,41
105,63f2ae24-fc3d-4348-808d-4127610461e3,Automotive,176.97,3,2024-04-01,North America,CreditCard,3,0,3.6,5,504.36,2024,4,14,0,168.1215,168.12,52
106,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Beauty,294.46,3,2025-03-27,North America,BankTransfer,8,0,2.5,0,883.38,2025,3,13,3,294.46,294.46,35
107,b253d218-6c4a-47ea-8906-17f2747b6dba,Home,208.77,3,2024-07-25,Europe,BankTransfer,2,0,3.8,5,594.99,2024,7,30,3,198.3315,198.33,33
108,c88a618e-fed4-457d-bb02-6576f512c4c3,Beauty,411.79,2,2025-03-29,Africa,BankTransfer,6,0,2.3,0,823.58,2025,3,13,5,411.79,411.79,45
109,7c967f79-b7e9-4aca-a970-65e18e46d534,Electronics,233.09,2,2024-06-18,Europe,PayPal,1,0,3.5,15,396.25,2024,6,25,1,198.1265,198.125,38
110,37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,Toys,24.46,1,2023-03-20,Asia,CreditCard,6,0,2.2,0,24.46,2023,3,12,0,24.46,24.46,35
111,bc594585-9445-48c0-8ef8-c2d6f7fd5646,Toys,460.83,5,2024-12-08,South America,BankTransfer,4,0,4.4,0,2304.15,2024,12,49,6,460.83,460.83000000000004,58
112,504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Sports,86.706,3,2025-11-13,Africa,CreditCard,8,0,4.2,10,234.11,2025,11,46,3,78.03540000000001,78.03666666666668,62
113,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Sports,78.13,3,2024-01-25,Africa,BankTransfer,7,0,3.5,10,210.95,2024,1,4,3,70.317,70.31666666666666,37
114,87f7e1fb-da4b-49ca-ab5c-f46780bacd64,Electronics,58.05,2,2025-06-12,Oceania,CreditCard,3,0,2.7,0,116.1,2025,6,24,3,58.05,58.05,31
115,82010c62-f5f5-4b22-8e8f-a8e0284d82e5,Toys,191.76,2,2024-02-08,Africa,BankTransfer,1,0,2.6,5,364.34,2024,2,6,3,182.172,182.17,28
116,118a9d29-2f92-4996-99f1-95d014822f53,Sports,57.852,2,2024-11-07,Europe,BankTransfer,9,0,4.0,0,115.7,2024,11,45,3,57.852,57.85,35
117,dca02eec-acda-4acc-9165-e21098543881,Beauty,251.73,4,2024-09-07,Europe,BankTransfer,2,0,3.7,5,956.57,2024,9,36,5,239.1435,239.1425,20
118,f10c718b-1eb0-438a-a75d-d5af3c365296,Beauty,284.41,2,2024-10-30,South America,Cash,6,0,4.7,0,568.82,2024,10,44,2,284.41,284.41,43
119,94340a03-3f07-4814-91d6-3f78e3e9de99,Beauty,125.95,3,2023-09-18,Asia,PayPal,5,0,4.8,20,302.28,2023,9,38,0,100.76,100.75999999999999,29
120,14fcdd54-9e8f-4965-8a2c-827e98326856,Sports,116.54,4,2025-02-15,Oceania,PayPal,8,0,4.7,15,396.24,2025,2,7,5,99.059,99.06,39
121,90b2b633-956b-4c0c-a849-9b926b5252e3,Toys,264.63,5,2024-09-08,Africa,Cash,6,1,3.2,20,1058.52,2024,9,36,6,211.704,211.704,51
122,42c18a62-ef48-48d5-90fd-9d3f85d51695,Toys,433.43,1,2024-09-14,Europe,BankTransfer,6,0,4.0,0,433.43,2024,9,37,5,433.43,433.43,37
123,506e5a9a-b758-488d-ab73-295b344a54b8,Fashion,280.6,2,2024-10-21,South America,Cash,5,0,2.6,0,561.2,2024,10,43,0,280.6,280.6,50
124,21813d25-6552-48a6-83ff-50113d1a85dd,Sports,215.59,1,2024-03-13,South America,Cash,1,0,3.8,10,194.03,2024,3,11,2,194.031,194.03,52
125,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,Automotive,292.71,3,2023-12-14,Oceania,CreditCard,3,0,2.2,15,746.41,2023,12,50,3,248.80349999999999,248.8033333333333,24
126,ef8c485b-c07a-40f2-add4-253b50f0fd0a,Home,64.38600000000001,3,2024-11-17,Africa,CreditCard,8,0,4.4,20,154.53,2024,11,46,6,51.50880000000001,51.51,58
127,9f044aed-7552-4327-8262-7f7312922f83,Automotive,342.34,1,2024-09-27,North America,PayPal,8,0,3.8,0,342.34,2024,9,39,4,342.34,342.34,27
128,19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Automotive,57.82,5,2023-10-29,North America,CreditCard,2,0,2.4,10,260.19,2023,10,43,6,52.038000000000004,52.038,61
129,8181a8cc-3691-47eb-89a2-688b12c136e0,Electronics,469.48,4,2025-08-31,North America,CreditCard,1,0,4.2,0,1877.92,2025,8,35,6,469.48,469.48,33
130,5958a499-eeea-463e-a1e8-ac6843e42caf,Sports,421.71,3,2024-02-03,South America,Cash,3,0,2.5,10,1138.62,2024,2,5,5,379.539,379.53999999999996,38
131,3e896c64-e117-4ac3-919c-4ea3e1805081,Sports,334.27,2,2024-05-14,South America,PayPal,9,0,4.6,15,568.26,2024,5,20,1,284.12949999999995,284.13,44
132,702cdd20-2862-48b8-88f4-ef125e9953d2,Beauty,409.22,3,2023-01-12,Oceania,CreditCard,1,0,4.2,5,1166.28,2023,1,2,3,388.759,388.76,58
133,4d71c366-b41b-4143-8b10-550cd5704f32,Automotive,119.95,1,2024-03-24,South America,PayPal,2,0,3.6,0,119.95,2024,3,12,6,119.95,119.95,59
134,ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Automotive,282.6,4,2025-11-26,Oceania,Cash,3,0,3.9,0,1130.4,2025,11,48,2,282.6,282.6,32
135,aaf91531-0200-41f0-8768-a84fa76afde6,Electronics,73.94,5,2024-05-25,Africa,CreditCard,7,1,3.7,0,369.7,2024,5,21,5,73.94,73.94,50
136,ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Sports,377.44,5,2025-08-09,North America,BankTransfer,7,0,2.4,0,1887.2,2025,8,32,5,377.44,377.44,47
137,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Automotive,358.46,5,2025-10-30,South America,Cash,1,0,2.3,15,1523.46,2025,10,44,3,304.691,304.692,62
138,e3c43657-1d8c-4bac-83b4-09ef2260e70f,Automotive,192.52,5,2025-07-02,Africa,PayPal,8,0,3.5,0,962.6,2025,7,27,2,192.52,192.52,53
139,27cb6f2a-8da0-4097-be0f-051b1b66b5a9,Beauty,245.75,4,2025-07-10,South America,BankTransfer,2,0,2.0,10,884.7,2025,7,28,3,221.175,221.175,46
140,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Automotive,284.93,2,2024-07-21,North America,Cash,5,1,4.5,0,569.86,2024,7,29,6,284.93,284.93,51
141,afffcfd2-341e-440b-97c7-00aab7b56ea7,Beauty,174.55,2,2024-07-16,North America,Cash,8,0,3.5,15,296.74,2024,7,29,1,148.3675,148.37,21
142,81627cf1-4394-42e6-9a58-7e8aa25d6b29,Electronics,13.96,4,2024-08-08,Oceania,PayPal,4,0,4.8,5,53.05,2024,8,32,3,13.262,13.2625,56
143,e87d1c78-e7c4-41c7-8049-7b717d106c60,Home,16.4,2,2024-10-16,Asia,CreditCard,9,0,3.3,10,29.52,2024,10,42,2,14.76,14.76,50
144,a2607723-17a0-4f49-8d01-280fd89a40c0,Fashion,467.51,3,2024-04-18,North America,Cash,5,0,5.0,0,1402.53,2024,4,16,3,467.51,467.51,50
145,0b49452d-46d4-43f3-9450-281c6c6f7633,Beauty,66.71,1,2024-03-14,North America,CreditCard,6,0,3.6,0,66.71,2024,3,11,3,66.71,66.71,35
146,217d65a0-c568-41cd-9563-f61600e85ece,Sports,182.259,2,2024-11-08,South America,Cash,4,0,4.4,10,328.07,2024,11,45,4,164.0331,164.035,30
147,295d6fbf-430f-401d-bad4-09e2a319dcb4,Sports,61.56,4,2024-02-28,Europe,Cash,6,0,3.0,5,233.93,2024,2,9,2,58.482,58.4825,26
148,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Sports,370.06,1,2023-02-10,Africa,Cash,3,0,2.7,5,351.56,2023,2,6,4,351.55699999999996,351.56,20
149,1ca3c448-0279-46a6-8f97-97b06d7ce3c9,Sports,86.93,5,2024-12-21,Europe,BankTransfer,1,0,4.3,15,369.45,2024,12,51,5,73.8905,73.89,22
150,b0e6a969-e213-42b0-b1ee-dba313432e61,Automotive,113.95,2,2025-05-08,South America,PayPal,7,0,4.9,5,216.5,2025,5,19,3,108.2525,108.25,43
151,093923de-8bab-4e3b-a628-6bfbe767dcea,Sports,280.87,4,2024-07-12,North America,Cash,8,0,3.5,5,1067.31,2024,7,28,4,266.8265,266.8275,40
